pokemon_id,ability_name,slot,is_hidden
49,wonder-skin,3,True
50,sand-veil,1,False
50,arena-trap,2,False
50,sand-force,3,True
51,sand-veil,1,False
51,arena-trap,2,False
51,sand-force,3,True
52,pickup,1,False
52,technician,2,False
52,unnerve,3,True
53,limber,1,False
53,technician,2,False
53,unnerve,3,True
54,damp,1,False
54,cloud-nine,2,False
54,swift-swim,3,True
55,damp,1,False
55,cloud-nine,2,False
55,swift-swim,3,True
56,vital-spirit,1,False
56,anger-point,2,False
56,defiant,3,True
57,vital-spirit,1,False
57,anger-point,2,False
57,defiant,3,True
58,intimidate,1,False
58,flash-fire,2,False
58,justified,3,True
59,intimidate,1,False
59,flash-fire,2,False
59,justified,3,True
60,water-absorb,1,False
60,damp,2,False
60,swift-swim,3,True
61,water-absorb,1,False
61,damp,2,False
61,swift-swim,3,True
62,water-absorb,1,False
62,damp,2,False
62,swift-swim,3,True
63,synchronize,1,False
63,inner-focus,2,False
63,magic-guard,3,True
64,synchronize,1,False
64,inner-focus,2,False
64,magic-guard,3,True
65,synchronize,1,False
65,inner-focus,2,False
65,magic-guard,3,True
66,guts,1,False
66,no-guard,2,False
66,steadfast,3,True
67,guts,1,False
67,no-guard,2,False
67,steadfast,3,True
68,guts,1,False
68,no-guard,2,False
68,steadfast,3,True
69,chlorophyll,1,False
69,gluttony,3,True
70,chlorophyll,1,False
70,gluttony,3,True
71,chlorophyll,1,False
71,gluttony,3,True
72,clear-body,1,False
72,liquid-ooze,2,False
72,rain-dish,3,True
73,clear-body,1,False
73,liquid-ooze,2,False
73,rain-dish,3,True
74,rock-head,1,False
74,sturdy,2,False
74,sand-veil,3,True
75,rock-head,1,False
75,sturdy,2,False
75,sand-veil,3,True
76,rock-head,1,False
76,sturdy,2,False
76,sand-veil,3,True
77,run-away,1,False
77,flash-fire,2,False
77,flame-body,3,True
78,run-away,1,False
78,flash-fire,2,False
78,flame-body,3,True
79,oblivious,1,False
79,own-tempo,2,False
79,regenerator,3,True
80,oblivious,1,False
80,own-tempo,2,False
80,regenerator,3,True
81,magnet-pull,1,False
81,sturdy,2,False
81,analytic,3,True
82,magnet-pull,1,False
82,sturdy,2,False
82,analytic,3,True
83,keen-eye,1,False
83,inner-focus,2,False
83,defiant,3,True
84,run-away,1,False
84,early-bird,2,False
84,tangled-feet,3,True
85,run-away,1,False
85,early-bird,2,False
85,tangled-feet,3,True
86,thick-fat,1,False
86,hydration,2,False
86,ice-body,3,True
87,thick-fat,1,False
87,hydration,2,False
87,ice-body,3,True
88,stench,1,False
88,sticky-hold,2,False
88,poison-touch,3,True
89,stench,1,False
89,sticky-hold,2,False
89,poison-touch,3,True
90,shell-armor,1,False
90,skill-link,2,False
90,overcoat,3,True
91,shell-armor,1,False
91,skill-link,2,False
91,overcoat,3,True
92,levitate,1,False
93,levitate,1,False
94,cursed-body,1,False
95,rock-head,1,False
95,sturdy,2,False
95,weak-armor,3,True
96,insomnia,1,False
96,forewarn,2,False
96,inner-focus,3,True
97,insomnia,1,False
97,forewarn,2,False
97,inner-focus,3,True
98,hyper-cutter,1,False
98,shell-armor,2,False
98,sheer-force,3,True
99,hyper-cutter,1,False
99,shell-armor,2,False
99,sheer-force,3,True
100,soundproof,1,False
100,static,2,False
100,aftermath,3,True
101,soundproof,1,False
101,static,2,False
101,aftermath,3,True
102,chlorophyll,1,False
102,harvest,3,True
103,chlorophyll,1,False
103,harvest,3,True
104,rock-head,1,False
104,lightning-rod,2,False
104,battle-armor,3,True
105,rock-head,1,False
105,lightning-rod,2,False
105,battle-armor,3,True
106,limber,1,False
106,reckless,2,False
106,unburden,3,True
107,keen-eye,1,False
107,iron-fist,2,False
107,inner-focus,3,True
108,own-tempo,1,False
108,oblivious,2,False
108,cloud-nine,3,True
109,levitate,1,False
109,neutralizing-gas,2,False
109,stench,3,True
110,levitate,1,False
110,neutralizing-gas,2,False
110,stench,3,True
111,lightning-rod,1,False
111,rock-head,2,False
111,reckless,3,True
112,lightning-rod,1,False
112,rock-head,2,False
112,reckless,3,True
113,natural-cure,1,False
113,serene-grace,2,False
113,healer,3,True
114,chlorophyll,1,False
114,leaf-guard,2,False
114,regenerator,3,True
115,early-bird,1,False
115,scrappy,2,False
115,inner-focus,3,True
116,swift-swim,1,False
116,sniper,2,False
116,damp,3,True
117,poison-point,1,False
117,sniper,2,False
117,damp,3,True
118,swift-swim,1,False
118,water-veil,2,False
118,lightning-rod,3,True
119,swift-swim,1,False
119,water-veil,2,False
119,lightning-rod,3,True
120,illuminate,1,False
120,natural-cure,2,False
120,analytic,3,True
121,illuminate,1,False
121,natural-cure,2,False
121,analytic,3,True
122,soundproof,1,False
122,filter,2,False
122,technician,3,True
123,swarm,1,False
123,technician,2,False
123,steadfast,3,True
124,oblivious,1,False
124,forewarn,2,False
124,dry-skin,3,True
125,static,1,False
125,vital-spirit,3,True
126,flame-body,1,False
126,vital-spirit,3,True
127,hyper-cutter,1,False
127,mold-breaker,2,False
127,moxie,3,True
128,intimidate,1,False
128,anger-point,2,False
128,sheer-force,3,True
129,swift-swim,1,False
129,rattled,3,True
130,intimidate,1,False
130,moxie,3,True
131,water-absorb,1,False
131,shell-armor,2,False
131,hydration,3,True
132,limber,1,False
132,imposter,3,True
133,run-away,1,False
133,adaptability,2,False
133,anticipation,3,True
134,water-absorb,1,False
134,hydration,3,True
135,volt-absorb,1,False
135,quick-feet,3,True
136,flash-fire,1,False
136,guts,3,True
137,trace,1,False
137,download,2,False
137,analytic,3,True
138,swift-swim,1,False
138,shell-armor,2,False
138,weak-armor,3,True
139,swift-swim,1,False
139,shell-armor,2,False
139,weak-armor,3,True
140,swift-swim,1,False
140,battle-armor,2,False
140,weak-armor,3,True
141,swift-swim,1,False
141,battle-armor,2,False
141,weak-armor,3,True
142,rock-head,1,False
142,pressure,2,False
142,unnerve,3,True
143,immunity,1,False
143,thick-fat,2,False
143,gluttony,3,True
144,pressure,1,False
144,snow-cloak,3,True
145,pressure,1,False
145,static,3,True
146,pressure,1,False
146,flame-body,3,True
147,shed-skin,1,False
147,marvel-scale,3,True
148,shed-skin,1,False
148,marvel-scale,3,True
149,inner-focus,1,False
149,multiscale,3,True
150,pressure,1,False
150,unnerve,3,True
151,synchronize,1,False
152,overgrow,1,False
152,leaf-guard,3,True
153,overgrow,1,False
153,leaf-guard,3,True
154,overgrow,1,False
154,leaf-guard,3,True
155,blaze,1,False
155,flash-fire,3,True
156,blaze,1,False
156,flash-fire,3,True
157,blaze,1,False
157,flash-fire,3,True
158,torrent,1,False
158,sheer-force,3,True
159,torrent,1,False
159,sheer-force,3,True
160,torrent,1,False
160,sheer-force,3,True
161,run-away,1,False
161,keen-eye,2,False
161,frisk,3,True
162,run-away,1,False
162,keen-eye,2,False
162,frisk,3,True
163,insomnia,1,False
163,keen-eye,2,False
163,tinted-lens,3,True
164,insomnia,1,False
164,keen-eye,2,False
164,tinted-lens,3,True
165,swarm,1,False
165,early-bird,2,False
165,rattled,3,True
166,swarm,1,False
166,early-bird,2,False
166,iron-fist,3,True
167,swarm,1,False
167,insomnia,2,False
167,sniper,3,True
168,swarm,1,False
168,insomnia,2,False
168,sniper,3,True
169,inner-focus,1,False
169,infiltrator,3,True
170,volt-absorb,1,False
170,illuminate,2,False
170,water-absorb,3,True
171,volt-absorb,1,False
171,illuminate,2,False
171,water-absorb,3,True
172,static,1,False
172,lightning-rod,3,True
173,cute-charm,1,False
173,magic-guard,2,False
173,friend-guard,3,True
174,cute-charm,1,False
174,competitive,2,False
174,friend-guard,3,True
175,hustle,1,False
175,serene-grace,2,False
175,super-luck,3,True
176,hustle,1,False
176,serene-grace,2,False
176,super-luck,3,True
177,synchronize,1,False
177,early-bird,2,False
177,magic-bounce,3,True
178,synchronize,1,False
178,early-bird,2,False
178,magic-bounce,3,True
179,static,1,False
179,plus,3,True
180,static,1,False
180,plus,3,True
181,static,1,False
181,plus,3,True
182,chlorophyll,1,False
182,healer,3,True
183,thick-fat,1,False
183,huge-power,2,False
183,sap-sipper,3,True
184,thick-fat,1,False
184,huge-power,2,False
184,sap-sipper,3,True
185,sturdy,1,False
185,rock-head,2,False
185,rattled,3,True
186,water-absorb,1,False
186,damp,2,False
186,drizzle,3,True
187,chlorophyll,1,False
187,leaf-guard,2,False
187,infiltrator,3,True
188,chlorophyll,1,False
188,leaf-guard,2,False
188,infiltrator,3,True
189,chlorophyll,1,False
189,leaf-guard,2,False
189,infiltrator,3,True
190,run-away,1,False
190,pickup,2,False
190,skill-link,3,True
191,chlorophyll,1,False
191,solar-power,2,False
191,early-bird,3,True
192,chlorophyll,1,False
192,solar-power,2,False
192,early-bird,3,True
193,speed-boost,1,False
193,compound-eyes,2,False
193,frisk,3,True
194,damp,1,False
194,water-absorb,2,False
194,unaware,3,True
195,damp,1,False
195,water-absorb,2,False
195,unaware,3,True
196,synchronize,1,False
196,magic-bounce,3,True
197,synchronize,1,False
197,inner-focus,3,True
198,insomnia,1,False
198,super-luck,2,False
198,prankster,3,True
199,oblivious,1,False
199,own-tempo,2,False
199,regenerator,3,True
200,levitate,1,False
201,levitate,1,False
202,shadow-tag,1,False
202,telepathy,3,True
203,inner-focus,1,False
203,early-bird,2,False
203,sap-sipper,3,True
204,sturdy,1,False
204,overcoat,3,True
205,sturdy,1,False
205,overcoat,3,True
206,serene-grace,1,False
206,run-away,2,False
206,rattled,3,True
207,hyper-cutter,1,False
207,sand-veil,2,False
207,immunity,3,True
208,rock-head,1,False
208,sturdy,2,False
208,sheer-force,3,True
209,intimidate,1,False
209,run-away,2,False
209,rattled,3,True
210,intimidate,1,False
210,quick-feet,2,False
210,rattled,3,True
211,poison-point,1,False
211,swift-swim,2,False
211,intimidate,3,True
212,swarm,1,False
212,technician,2,False
212,light-metal,3,True
213,sturdy,1,False
213,gluttony,2,False
213,contrary,3,True
214,swarm,1,False
214,guts,2,False
214,moxie,3,True
215,inner-focus,1,False
215,keen-eye,2,False
215,pickpocket,3,True
216,pickup,1,False
216,quick-feet,2,False
216,honey-gather,3,True
217,guts,1,False
217,quick-feet,2,False
217,unnerve,3,True
218,magma-armor,1,False
218,flame-body,2,False
218,weak-armor,3,True
219,magma-armor,1,False
219,flame-body,2,False
219,weak-armor,3,True
220,oblivious,1,False
220,snow-cloak,2,False
220,thick-fat,3,True
221,oblivious,1,False
221,snow-cloak,2,False
221,thick-fat,3,True
222,hustle,1,False
222,natural-cure,2,False
222,regenerator,3,True
223,hustle,1,False
223,sniper,2,False
223,moody,3,True
224,suction-cups,1,False
224,sniper,2,False
224,moody,3,True
225,vital-spirit,1,False
225,hustle,2,False
225,insomnia,3,True
226,swift-swim,1,False
226,water-absorb,2,False
226,water-veil,3,True
227,keen-eye,1,False
227,sturdy,2,False
227,weak-armor,3,True
228,early-bird,1,False
228,flash-fire,2,False
228,unnerve,3,True
229,early-bird,1,False
229,flash-fire,2,False
229,unnerve,3,True
230,swift-swim,1,False
230,sniper,2,False
230,damp,3,True
231,pickup,1,False
231,sand-veil,3,True
232,sturdy,1,False
232,sand-veil,3,True
233,trace,1,False
233,download,2,False
233,analytic,3,True
234,intimidate,1,False
234,frisk,2,False
234,sap-sipper,3,True
235,own-tempo,1,False
235,technician,2,False
235,moody,3,True
236,guts,1,False
236,steadfast,2,False
236,vital-spirit,3,True
237,intimidate,1,False
237,technician,2,False
237,steadfast,3,True
238,oblivious,1,False
238,forewarn,2,False
238,hydration,3,True
239,static,1,False
239,vital-spirit,3,True
240,flame-body,1,False
240,vital-spirit,3,True
241,thick-fat,1,False
241,scrappy,2,False
241,sap-sipper,3,True
242,natural-cure,1,False
242,serene-grace,2,False
242,healer,3,True
243,pressure,1,False
243,inner-focus,3,True
244,pressure,1,False
244,inner-focus,3,True
245,pressure,1,False
245,inner-focus,3,True
246,guts,1,False
246,sand-veil,3,True
247,shed-skin,1,False
248,sand-stream,1,False
248,unnerve,3,True
249,pressure,1,False
249,multiscale,3,True
250,pressure,1,False
250,regenerator,3,True
251,natural-cure,1,False
252,overgrow,1,False
252,unburden,3,True
253,overgrow,1,False
253,unburden,3,True
254,overgrow,1,False
254,unburden,3,True
255,blaze,1,False
255,speed-boost,3,True
256,blaze,1,False
256,speed-boost,3,True
257,blaze,1,False
257,speed-boost,3,True
258,torrent,1,False
258,damp,3,True
259,torrent,1,False
259,damp,3,True
260,torrent,1,False
260,damp,3,True
261,run-away,1,False
261,quick-feet,2,False
261,rattled,3,True
262,intimidate,1,False
262,quick-feet,2,False
262,moxie,3,True
263,pickup,1,False
263,gluttony,2,False
263,quick-feet,3,True
264,pickup,1,False
264,gluttony,2,False
264,quick-feet,3,True
265,shield-dust,1,False
265,run-away,3,True
266,shed-skin,1,False
267,swarm,1,False
267,rivalry,3,True
268,shed-skin,1,False
269,shield-dust,1,False
269,compound-eyes,3,True
270,swift-swim,1,False
270,rain-dish,2,False
270,own-tempo,3,True
271,swift-swim,1,False
271,rain-dish,2,False
271,own-tempo,3,True
272,swift-swim,1,False
272,rain-dish,2,False
272,own-tempo,3,True
273,chlorophyll,1,False
273,early-bird,2,False
273,pickpocket,3,True
274,chlorophyll,1,False
274,early-bird,2,False
274,pickpocket,3,True
275,chlorophyll,1,False
275,wind-rider,2,False
275,pickpocket,3,True
276,guts,1,False
276,scrappy,3,True
277,guts,1,False
277,scrappy,3,True
278,keen-eye,1,False
278,hydration,2,False
278,rain-dish,3,True
279,keen-eye,1,False
279,drizzle,2,False
279,rain-dish,3,True
280,synchronize,1,False
280,trace,2,False
280,telepathy,3,True
281,synchronize,1,False
281,trace,2,False
281,telepathy,3,True
282,synchronize,1,False
282,trace,2,False
282,telepathy,3,True
283,swift-swim,1,False
283,rain-dish,3,True
284,intimidate,1,False
284,unnerve,3,True
285,effect-spore,1,False
285,poison-heal,2,False
285,quick-feet,3,True
286,effect-spore,1,False
286,poison-heal,2,False
286,technician,3,True
287,truant,1,False
288,vital-spirit,1,False
289,truant,1,False
290,compound-eyes,1,False
290,run-away,3,True
291,speed-boost,1,False
291,infiltrator,3,True
292,wonder-guard,1,False
293,soundproof,1,False
293,rattled,3,True
294,soundproof,1,False
294,scrappy,3,True
295,soundproof,1,False
295,scrappy,3,True
296,thick-fat,1,False
296,guts,2,False
296,sheer-force,3,True
297,thick-fat,1,False
297,guts,2,False
297,sheer-force,3,True
298,thick-fat,1,False
298,huge-power,2,False
298,sap-sipper,3,True
299,sturdy,1,False
299,magnet-pull,2,False
299,sand-force,3,True
300,cute-charm,1,False
300,normalize,2,False
300,wonder-skin,3,True
301,cute-charm,1,False
301,normalize,2,False
301,wonder-skin,3,True
302,keen-eye,1,False
302,stall,2,False
302,prankster,3,True
303,hyper-cutter,1,False
303,intimidate,2,False
303,sheer-force,3,True
304,sturdy,1,False
304,rock-head,2,False
304,heavy-metal,3,True
305,sturdy,1,False
305,rock-head,2,False
305,heavy-metal,3,True
306,sturdy,1,False
306,rock-head,2,False
306,heavy-metal,3,True
307,pure-power,1,False
307,telepathy,3,True
308,pure-power,1,False
308,telepathy,3,True
309,static,1,False
309,lightning-rod,2,False
309,minus,3,True
310,static,1,False
310,lightning-rod,2,False
310,minus,3,True
311,plus,1,False
311,lightning-rod,3,True
312,minus,1,False
312,volt-absorb,3,True
313,illuminate,1,False
313,swarm,2,False
313,prankster,3,True
314,oblivious,1,False
314,tinted-lens,2,False
314,prankster,3,True
315,natural-cure,1,False
315,poison-point,2,False
315,leaf-guard,3,True
316,liquid-ooze,1,False
316,sticky-hold,2,False
316,gluttony,3,True
317,liquid-ooze,1,False
317,sticky-hold,2,False
317,gluttony,3,True
318,rough-skin,1,False
318,speed-boost,3,True
319,rough-skin,1,False
319,speed-boost,3,True
320,water-veil,1,False
320,oblivious,2,False
320,pressure,3,True
321,water-veil,1,False
321,oblivious,2,False
321,pressure,3,True
322,oblivious,1,False
322,simple,2,False
322,own-tempo,3,True
323,magma-armor,1,False
323,solid-rock,2,False
323,anger-point,3,True
324,white-smoke,1,False
324,drought,2,False
324,shell-armor,3,True
325,thick-fat,1,False
325,own-tempo,2,False
325,gluttony,3,True
326,thick-fat,1,False
326,own-tempo,2,False
326,gluttony,3,True
327,own-tempo,1,False
327,tangled-feet,2,False
327,contrary,3,True
328,hyper-cutter,1,False
328,arena-trap,2,False
328,sheer-force,3,True
329,levitate,1,False
330,levitate,1,False
331,sand-veil,1,False
331,water-absorb,3,True
332,sand-veil,1,False
332,water-absorb,3,True
333,natural-cure,1,False
333,cloud-nine,3,True
334,natural-cure,1,False
334,cloud-nine,3,True
335,immunity,1,False
335,toxic-boost,3,True
336,shed-skin,1,False
336,infiltrator,3,True
337,levitate,1,False
338,levitate,1,False
339,oblivious,1,False
339,anticipation,2,False
339,hydration,3,True
340,oblivious,1,False
340,anticipation,2,False
340,hydration,3,True
341,hyper-cutter,1,False
341,shell-armor,2,False
341,adaptability,3,True
342,hyper-cutter,1,False
342,shell-armor,2,False
342,adaptability,3,True
343,levitate,1,False
344,levitate,1,False
345,suction-cups,1,False
345,storm-drain,3,True
346,suction-cups,1,False
346,storm-drain,3,True
347,battle-armor,1,False
347,swift-swim,3,True
348,battle-armor,1,False
348,swift-swim,3,True
349,swift-swim,1,False
349,oblivious,2,False
349,adaptability,3,True
350,marvel-scale,1,False
350,competitive,2,False
350,cute-charm,3,True
351,forecast,1,False
352,color-change,1,False
352,protean,3,True
353,insomnia,1,False
353,frisk,2,False
353,cursed-body,3,True
354,insomnia,1,False
354,frisk,2,False
354,cursed-body,3,True
355,levitate,1,False
355,frisk,3,True
356,pressure,1,False
356,frisk,3,True
357,chlorophyll,1,False
357,solar-power,2,False
357,harvest,3,True
358,levitate,1,False
359,pressure,1,False
359,super-luck,2,False
359,justified,3,True
360,shadow-tag,1,False
360,telepathy,3,True
361,inner-focus,1,False
361,ice-body,2,False
361,moody,3,True
362,inner-focus,1,False
362,ice-body,2,False
362,moody,3,True
363,thick-fat,1,False
363,ice-body,2,False
363,oblivious,3,True
364,thick-fat,1,False
364,ice-body,2,False
364,oblivious,3,True
365,thick-fat,1,False
365,ice-body,2,False
365,oblivious,3,True
366,shell-armor,1,False
366,rattled,3,True
367,swift-swim,1,False
367,water-veil,3,True
368,swift-swim,1,False
368,hydration,3,True
369,swift-swim,1,False
369,rock-head,2,False
369,sturdy,3,True
370,swift-swim,1,False
370,hydration,3,True
371,rock-head,1,False
371,sheer-force,3,True
372,rock-head,1,False
372,overcoat,3,True
373,intimidate,1,False
373,moxie,3,True
374,clear-body,1,False
374,light-metal,3,True
375,clear-body,1,False
375,light-metal,3,True
376,clear-body,1,False
376,light-metal,3,True
377,clear-body,1,False
377,sturdy,3,True
378,clear-body,1,False
378,ice-body,3,True
379,clear-body,1,False
379,light-metal,3,True
380,levitate,1,False
381,levitate,1,False
382,drizzle,1,False
383,drought,1,False
384,air-lock,1,False
385,serene-grace,1,False
386,pressure,1,False
387,overgrow,1,False
387,shell-armor,3,True
388,overgrow,1,False
388,shell-armor,3,True
389,overgrow,1,False
389,shell-armor,3,True
390,blaze,1,False
390,iron-fist,3,True
391,blaze,1,False
391,iron-fist,3,True
392,blaze,1,False
392,iron-fist,3,True
393,torrent,1,False
393,competitive,3,True
394,torrent,1,False
394,competitive,3,True
395,torrent,1,False
395,competitive,3,True
396,keen-eye,1,False
396,reckless,3,True
397,intimidate,1,False
397,reckless,3,True
398,intimidate,1,False
398,reckless,3,True
399,simple,1,False
399,unaware,2,False
399,moody,3,True
400,simple,1,False
400,unaware,2,False
400,moody,3,True
401,shed-skin,1,False
401,run-away,3,True
402,swarm,1,False
402,technician,3,True
403,rivalry,1,False
403,intimidate,2,False
403,guts,3,True
404,rivalry,1,False
404,intimidate,2,False
404,guts,3,True
405,rivalry,1,False
405,intimidate,2,False
405,guts,3,True
406,natural-cure,1,False
406,poison-point,2,False
406,leaf-guard,3,True
407,natural-cure,1,False
407,poison-point,2,False
407,technician,3,True
408,mold-breaker,1,False
408,sheer-force,3,True
409,mold-breaker,1,False
409,sheer-force,3,True
410,sturdy,1,False
410,soundproof,3,True
411,sturdy,1,False
411,soundproof,3,True
412,shed-skin,1,False
412,overcoat,3,True
413,anticipation,1,False
413,overcoat,3,True
414,swarm,1,False
414,tinted-lens,3,True
415,honey-gather,1,False
415,hustle,3,True
416,pressure,1,False
416,unnerve,3,True
417,run-away,1,False
417,pickup,2,False
417,volt-absorb,3,True
418,swift-swim,1,False
418,water-veil,3,True
419,swift-swim,1,False
419,water-veil,3,True
420,chlorophyll,1,False
421,flower-gift,1,False
422,sticky-hold,1,False
422,storm-drain,2,False
422,sand-force,3,True
423,sticky-hold,1,False
423,storm-drain,2,False
423,sand-force,3,True
424,technician,1,False
424,pickup,2,False
424,skill-link,3,True
425,aftermath,1,False
425,unburden,2,False
425,flare-boost,3,True
426,aftermath,1,False
426,unburden,2,False
426,flare-boost,3,True
427,run-away,1,False
427,klutz,2,False
427,limber,3,True
428,cute-charm,1,False
428,klutz,2,False
428,limber,3,True
429,levitate,1,False
430,insomnia,1,False
430,super-luck,2,False
430,moxie,3,True
431,limber,1,False
431,own-tempo,2,False
431,keen-eye,3,True
432,thick-fat,1,False
432,own-tempo,2,False
432,defiant,3,True
433,levitate,1,False
434,stench,1,False
434,aftermath,2,False
434,keen-eye,3,True
435,stench,1,False
435,aftermath,2,False
435,keen-eye,3,True
436,levitate,1,False
436,heatproof,2,False
436,heavy-metal,3,True
437,levitate,1,False
437,heatproof,2,False
437,heavy-metal,3,True
438,sturdy,1,False
438,rock-head,2,False
438,rattled,3,True
439,soundproof,1,False
439,filter,2,False
439,technician,3,True
440,natural-cure,1,False
440,serene-grace,2,False
440,friend-guard,3,True
441,keen-eye,1,False
441,tangled-feet,2,False
441,big-pecks,3,True
442,pressure,1,False
442,infiltrator,3,True
443,sand-veil,1,False
443,rough-skin,3,True
444,sand-veil,1,False
444,rough-skin,3,True
445,sand-veil,1,False
445,rough-skin,3,True
446,pickup,1,False
446,thick-fat,2,False
446,gluttony,3,True
447,steadfast,1,False
447,inner-focus,2,False
447,prankster,3,True
448,steadfast,1,False
448,inner-focus,2,False
448,justified,3,True
449,sand-stream,1,False
449,sand-force,3,True
450,sand-stream,1,False
450,sand-force,3,True
451,battle-armor,1,False
451,sniper,2,False
451,keen-eye,3,True
452,battle-armor,1,False
452,sniper,2,False
452,keen-eye,3,True
453,anticipation,1,False
453,dry-skin,2,False
453,poison-touch,3,True
454,anticipation,1,False
454,dry-skin,2,False
454,poison-touch,3,True
455,levitate,1,False
456,swift-swim,1,False
456,storm-drain,2,False
456,water-veil,3,True
457,swift-swim,1,False
457,storm-drain,2,False
457,water-veil,3,True
458,swift-swim,1,False
458,water-absorb,2,False
458,water-veil,3,True
459,snow-warning,1,False
459,soundproof,3,True
460,snow-warning,1,False
460,soundproof,3,True
461,pressure,1,False
461,pickpocket,3,True
462,magnet-pull,1,False
462,sturdy,2,False
462,analytic,3,True
463,own-tempo,1,False
463,oblivious,2,False
463,cloud-nine,3,True
464,lightning-rod,1,False
464,solid-rock,2,False
464,reckless,3,True
465,chlorophyll,1,False
465,leaf-guard,2,False
465,regenerator,3,True
466,motor-drive,1,False
466,vital-spirit,3,True
467,flame-body,1,False
467,vital-spirit,3,True
468,hustle,1,False
468,serene-grace,2,False
468,super-luck,3,True
469,speed-boost,1,False
469,tinted-lens,2,False
469,frisk,3,True
470,leaf-guard,1,False
470,chlorophyll,3,True
471,snow-cloak,1,False
471,ice-body,3,True
472,hyper-cutter,1,False
472,sand-veil,2,False
472,poison-heal,3,True
473,oblivious,1,False
473,snow-cloak,2,False
473,thick-fat,3,True
474,adaptability,1,False
474,download,2,False
474,analytic,3,True
475,steadfast,1,False
475,sharpness,2,False
475,justified,3,True
476,sturdy,1,False
476,magnet-pull,2,False
476,sand-force,3,True
477,pressure,1,False
477,frisk,3,True
478,snow-cloak,1,False
478,cursed-body,3,True
479,levitate,1,False
480,levitate,1,False
481,levitate,1,False
482,levitate,1,False
483,pressure,1,False
483,telepathy,3,True
484,pressure,1,False
484,telepathy,3,True
485,flash-fire,1,False
485,flame-body,3,True
486,slow-start,1,False
487,pressure,1,False
487,telepathy,3,True
488,levitate,1,False
489,hydration,1,False
490,hydration,1,False
491,bad-dreams,1,False
492,natural-cure,1,False
493,multitype,1,False
494,victory-star,1,False
495,overgrow,1,False
495,contrary,3,True
496,overgrow,1,False
496,contrary,3,True
497,overgrow,1,False
497,contrary,3,True
498,blaze,1,False
498,thick-fat,3,True
499,blaze,1,False
499,thick-fat,3,True
500,blaze,1,False
500,reckless,3,True
501,torrent,1,False
501,shell-armor,3,True
502,torrent,1,False
502,shell-armor,3,True
503,torrent,1,False
503,shell-armor,3,True
504,run-away,1,False
504,keen-eye,2,False
504,analytic,3,True
505,illuminate,1,False
505,keen-eye,2,False
505,analytic,3,True
506,vital-spirit,1,False
506,pickup,2,False
506,run-away,3,True
507,intimidate,1,False
507,sand-rush,2,False
507,scrappy,3,True
508,intimidate,1,False
508,sand-rush,2,False
508,scrappy,3,True
509,limber,1,False
509,unburden,2,False
509,prankster,3,True
510,limber,1,False
510,unburden,2,False
510,prankster,3,True
511,gluttony,1,False
